SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMTSTPTREF,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-145LS-3126-SM-5Q5BY,1,C1,4 pieces; meningeal vessels on 1 piece,6.8,Brain,Brain - Cortex,1870,925,671,Actual Death,BP-48057,RNA Extraction from Paxgene-derived Lysate Plate Based,1/8/14,LCSET-4952,3/29/14,TrueSeq.v1,USE ME,,0.933759,70710,0.9630754,830,0.944457,0.8783505,0.31254613,26098,0.72715306,0.77525735,76,51.852657,0.001884153,294,56441558,73963510,0.03660966,4295090,78313264,6441880,0.6661281,148213,35790320,58120,0.03175781,0,0.08472486,0.68676484,0.8295643,53782795,0.002100702,15380919,3803618,15787120,280,15912977,9013316,0.001991201,15963325,50.078976,0.054844987,0.9551551,869,0.2728469,50.65163
GTEX-145LU-0011-R10a-SM-5PNWJ,,"C1, A1",,7,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48069,RNA isolation_PAXgene Tissue miRNA,1/8/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.94296914,51955,0.9617272,1080,0.948454,0.9040507,0.25517833,24607,0.61295354,0.82841116,76,45.511677,0.004069734,307,34982304,74604053,0.037979156,5774248,78658592,6782040,0.6946469,143121,36381001,88668,0.04936754,0,0.057676516,0.58135825,0.8574505,45728821,0.003087372,15665688,4427593,16010926,263,15965688,7292837,0.003581393,16071835,50.165657,0.07340899,0.9539388,793,0.3870464,50.54494
GTEX-145LU-0011-R6a-SM-5S2V6,,"C1, A1",,5.9,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48370,RNA isolation_PAXgene Tissue miRNA,1/15/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.9294556,45936,0.95698917,1398,0.93860006,0.89354604,0.20964657,23398,0.5163531,0.82527673,76,27.184708,0.003258992,195,18412210,55735841,0.042909518,6102201,59381884,5931746,0.8046279,134223,27056464,109486,0.057527866,0,0.063443124,0.48464903,0.8386824,28779373,0.002927439,11824628,3761821,11941065,192,11894684,3577506,0.003094831,12330684,50.899883,0.102762,0.9477446,750,0.48364693,50.244972
GTEX-145LU-0011-R8b-SM-5PNZG,,"C1, A1",,6.5,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48069,RNA isolation_PAXgene Tissue miRNA,1/8/14,LCSET-4918,3/29/14,TrueSeq.v1,USE ME,,0.93623775,90341,0.96567434,822,0.9405287,0.9070742,0.269541,26280,0.5740176,0.7940543,76,68.723145,0.003150641,474,45547148,111983412,0.034101464,8712769,119064322,3311726,0.6854412,148934,54484746,60318,0.031142479,0,0.058600135,0.53988004,0.8531293,64280449,0.002980692,23257362,5848314,23920040,372,23751409,11622470,0.003066054,23846376,50.099762,0.073176995,0.9448197,854,0.42598242,50.70233
GTEX-145MF-2726-SM-5O995,1,B1,"2 piece, no abnormalities",6.5,Brain,Brain - Cortex,1870,1069,850,Actual Death,BP-47675,RNA Extraction from Paxgene-derived Lysate Plate Based,12/19/13,LCSET-4909,3/20/14,TrueSeq.v1,USE ME,,0.9312767,58103,0.9629639,748,0.9428393,0.88389814,0.3271413,25262,0.68175197,0.79943675,76,49.925198,0.002220605,294,44695958,72000663,0.03670865,4149563,76365784,10383124,0.6385279,145551,34834978,53338,0.0305736,0,0.07906583,0.64278257,0.8333739,49086596,0.002350459,15212620,4339888,15245102,270,15398795,8394268,0.002284736,15808627,50.656628,0.054337986,0.95440197,848,0.318248,50.05332
GTEX-145MG-0011-R10a-SM-5PNWG,,"B1, A1",,7.9,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48069,RNA isolation_PAXgene Tissue miRNA,1/8/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.94206613,208463,0.95256,540,0.947697,0.8999904,0.2883576,28551,0.6484839,0.75820816,76,186.48456,0.004147923,439,136562925,250914963,0.04693318,15779335,264762844,25275096,0.63665193,154139,122282665,36087,0.02036225,0,0.05256961,0.6145662,0.8529182,162714301,0.003163876,51895049,14561260,52449358,433,52585213,35575080,0.003658823,52992926,50.19309,0.059597995,0.9533279,903,0.35151616,50.265617
GTEX-145MG-0011-R5b-SM-5S2VU,,"B1, A1",,5.9,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48370,RNA isolation_PAXgene Tissue miRNA,1/15/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.9353389,29401,0.9542026,1513,0.9423413,0.90648955,0.25788373,21838,0.32166964,0.79869694,76,21.634731,0.004344253,228,11432546,68130876,0.045725007,10221569,72299576,6114144,0.72490597,130632,33252764,130293,0.0683718,0,0.04771302,0.3031226,0.8542226,21915635,0.003936307,14610643,6710369,14739044,250,14586708,2721923,0.004141795,15193205,51.0183,0.141378,0.9493437,709,0.6783303,50.218742
GTEX-145MG-3026-SM-5RQJA,2,B1,2 pieces,7.1,Brain,Brain - Cortex,1870,1318,412,Actual Death,BP-48437,RNA Extraction from Paxgene-derived Lysate Plate Based,1/17/14,LCSET-4955,4/1/14,TrueSeq.v1,USE ME,,0.93832374,62832,0.96342224,962,0.9452595,0.89519244,0.23883879,24836,0.68905663,0.7775766,76,44.796074,0.002858506,236,40957176,64112094,0.036349554,4003023,67824864,3362472,0.6970704,142586,31132460,69752,0.038320832,0,0.068229795,0.6513373,0.84618914,44176862,0.002976767,13246663,3417590,13577026,207,13584541,7010609,0.002917203,13631343,50.085983,0.059019994,0.9521951,814,0.3109434,50.61581
GTEX-145MH-0011-R10b-SM-5PNUK,,"C1, A1",,8.2,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48302,RNA isolation_PAXgene Tissue miRNA,1/14/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.9431754,70231,0.953104,730,0.94871175,0.87425464,0.29634246,25722,0.7732381,0.74774134,76,61.403984,0.003805773,236,75461864,78367698,0.046318077,3430557,82604330,7171992,0.6346989,146462,38158471,51302,0.02988474,0,0.078849405,0.73358005,0.8294156,60596890,0.002842813,16228641,4373637,16428210,254,16466494,11302497,0.003327103,16568852,50.154922,0.04152999,0.95424813,883,0.2267619,50.305553
GTEX-145MH-0011-R5a-SM-5P9JT,,"C1, A1",,8.3,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48345,RNA isolation_PAXgene Tissue miRNA,1/14/14,LCSET-4916,3/27/14,TrueSeq.v1,USE ME,,0.93205523,93134,0.94341046,676,0.9353408,0.85434896,0.3039669,26769,0.66431266,0.7656036,76,66.258316,0.003111716,303,60111234,104817224,0.056232456,8396554,112063132,3663316,0.62654704,149349,50939558,48549,0.02550708,0,0.08906146,0.62135875,0.79910743,69631409,0.002912904,21787801,7122035,22011014,328,21929770,11996111,0.003012659,22169193,50.27146,0.074926995,0.9386264,897,0.33568734,50.254814
GTEX-145MH-0011-R6a-SM-5PNZ7,,"C1, A1",,6.6,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48069,RNA isolation_PAXgene Tissue miRNA,1/8/14,LCSET-4918,3/29/14,TrueSeq.v1,USE ME,,0.9372695,178762,0.9592382,555,0.94129854,0.90264696,0.35068417,27636,0.6329545,0.7028171,76,127.24411,0.002960746,413,93952289,184356371,0.040159877,13271602,195853226,5501318,0.5777395,152371,89737192,40254,0.022722462,0,0.05659123,0.59579915,0.84966034,116689193,0.00277958,39154559,9895484,39517724,406,39496300,27444292,0.002870551,39843422,50.21876,0.067763,0.9453277,899,0.3670455,50.230812
GTEX-145MH-0011-R8a-SM-5PNUL,,"C1, A1",,6.4,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48302,RNA isolation_PAXgene Tissue miRNA,1/14/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.9356411,52099,0.9633852,1061,0.94252205,0.8983058,0.27727842,24214,0.64301586,0.85184944,76,36.697445,0.004087645,213,30910149,58778940,0.03634601,3902019,62363464,5283238,0.6646208,141958,28576818,87068,0.050691515,0,0.065079466,0.60605663,0.84667295,37795791,0.003187144,12295197,3437787,12539399,178,12509698,5968111,0.003640681,12683098,50.344143,0.06256899,0.949403,802,0.3569841,50.491653
GTEX-145MH-3026-SM-5Q5DZ,1,C1,4 pieces,6.8,Brain,Brain - Cortex,1870,1380,1274,Actual Death,BP-48068,RNA Extraction from Paxgene-derived Lysate Plate Based,1/8/14,LCSET-4953,3/27/14,TrueSeq.v1,USE ME,,0.9310213,68833,0.9678062,802,0.940214,0.8893277,0.30789232,25687,0.69827807,0.76768714,76,57.644855,0.005227507,289,55572594,83264550,0.03183638,3081150,88559152,12876840,0.64271784,146807,40361295,56601,0.03127659,0,0.07847858,0.6565308,0.83615834,58141811,0.002727792,17564695,4267825,17855916,259,17935066,10166022,0.00398987,18177857,50.33615,0.034792,0.94940656,872,0.3017219,50.411087
GTEX-145MI-0011-R10a-SM-5PNZD,,"B1, A1",,5.9,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48069,RNA isolation_PAXgene Tissue miRNA,1/8/14,LCSET-4918,3/29/14,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-145MI-0011-R5a-SM-5Q5B4,,"B1, A1",,6,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48227,RNA isolation_PAXgene Tissue miRNA,1/12/14,LCSET-4952,3/29/14,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-145MI-0011-R6a-SM-5PNZA,,"B1, A1",,6,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48069,RNA isolation_PAXgene Tissue miRNA,1/8/14,LCSET-4918,3/29/14,TrueSeq.v1,USE ME,,0.93455535,60536,0.9580176,1005,0.9385512,0.90449685,0.27108675,23979,0.4401695,0.7672308,76,37.902275,0.003019151,386,21545659,84636387,0.041827425,20451488,90177692,2485934,0.66303355,140496,41239114,78543,0.044935867,0,0.053520683,0.4131216,0.8489166,37254355,0.00283614,18251660,6030336,18912743,333,18772491,6605766,0.002928035,18699537,49.902653,0.22679098,0.94254714,800,0.55983055,50.889404
GTEX-145MI-0011-R8b-SM-5PNZ9,,"B1, A1",,6.1,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48069,RNA isolation_PAXgene Tissue miRNA,1/8/14,LCSET-4918,3/29/14,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-14753-0011-R10b-SM-5S2WE,,"B1, A1",,7.2,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48171,RNA isolation_PAXgene Tissue miRNA,1/10/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.93446785,48432,0.96688217,1168,0.94303465,0.91532457,0.27810493,23501,0.46168596,0.8018673,76,33.80408,0.003325842,291,20609417,75057611,0.03292948,8169756,79591570,7515408,0.66573995,139553,36516841,95708,0.053979088,0,0.051557627,0.43538588,0.8631828,34653044,0.002985806,16135445,4808233,16485920,316,16414371,5349739,0.003157369,16795728,50.574154,0.102646,0.9516015,784,0.5383141,50.53719
GTEX-14753-0011-R5a-SM-5S2VW,,"B1, A1",,5.7,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48689,RNA isolation_PAXgene Tissue miRNA,1/27/14,LCSET-4996,4/3/14,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-14753-0011-R6b-SM-5S2UD,,"B1, A1",,5.8,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48171,RNA isolation_PAXgene Tissue miRNA,1/10/14,LCSET-4996,4/3/14,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-14753-0011-R8b-SM-5S2U1,,"B1, A1",,5.9,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48171,RNA isolation_PAXgene Tissue miRNA,1/10/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.9268134,36310,0.9653814,1454,0.9371695,0.9260217,0.21874972,22231,0.24189687,0.77217776,76,21.581429,0.003715862,393,10088166,83009854,0.03455697,14111160,88575074,8285238,0.8051366,131588,40352717,134215,0.07578538,0,0.03935969,0.22669837,0.8678393,20079824,0.00340521,18276185,6858960,18307101,375,18123781,2856862,0.003562253,19262558,51.522984,0.159313,0.94752544,697,0.75810313,50.042248
GTEX-1477Z-0011-R10b-SM-5S2RF,,"B1, A1",,6.6,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48689,RNA isolation_PAXgene Tissue miRNA,1/27/14,LCSET-4988,4/1/14,TrueSeq.v1,USE ME,,0.9346874,35455,0.9474605,1224,0.94056004,0.8861088,0.22733586,22966,0.53446066,0.8466114,76,24.967945,0.005815396,153,17756319,50473226,0.05235909,7438543,53662948,3099130,0.6691918,135959,24522770,102843,0.056388665,0,0.06135168,0.50269234,0.8334385,26975952,0.001937748,10633436,3949002,10839684,146,10743619,3990364,0.003888677,10993126,50.573933,0.138616,0.9464327,764,0.4655394,50.480247
GTEX-1477Z-0011-R5b-SM-5PNUO,,"B1, A1",,7.2,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48229,RNA isolation_PAXgene Tissue miRNA,1/12/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.9413741,37025,0.9648581,1137,0.94738805,0.9104957,0.25500014,23539,0.37808114,0.80586576,76,26.523958,0.00384991,280,15392741,74878353,0.0350436,9768768,79036620,6301440,0.69979614,139628,36552083,83925,0.04591224,0,0.054362454,0.35818955,0.8625927,28310093,0.002864321,15994927,5642358,16921764,274,16794487,3741786,0.003360244,16527714,49.59971,0.123597994,0.953402,779,0.62191886,51.407852
GTEX-147F4-0011-R10b-SM-5S2WC,,"B1, A1",,5.9,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48815,RNA isolation_PAXgene Tissue miRNA,1/28/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.93935454,59861,0.9599836,984,0.94705284,0.89208835,0.2409004,24676,0.63745236,0.7746987,76,45.542484,0.002933952,301,37358335,72538084,0.039734866,5750332,76593490,7915494,0.6781514,142842,35286279,76946,0.040692963,0,0.06789529,0.6037011,0.8448548,46239571,0.002538267,15291106,4322638,15400581,273,15427610,7493859,0.002737718,15762524,50.536892,0.07507599,0.95475125,810,0.36254767,50.178345
GTEX-147F4-0011-R6b-SM-5S2UP,,"B1, A1",,6.6,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48171,RNA isolation_PAXgene Tissue miRNA,1/10/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.9292559,94806,0.9327286,1131,0.93848383,0.8926037,0.25459936,23551,0.48128372,0.77553093,76,41.792606,0.003114754,405,23518181,79816956,0.06706589,13119803,85048838,8901416,0.7126816,138696,38788349,105205,0.060627174,0,0.040124893,0.451677,0.8376941,38414605,0.002745153,16421093,8441449,16582775,342,16565532,8009993,0.002931771,17088448,50.7769,0.15426199,0.94771165,786,0.5187162,50.244946
GTEX-147F4-0011-R8b-SM-5S2UN,,"B1, A1",,5.9,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48815,RNA isolation_PAXgene Tissue miRNA,1/28/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.9408976,55506,0.96255624,882,0.94803506,0.89578706,0.25491032,25029,0.5240747,0.808609,76,41.390778,0.003133004,297,27992145,82442346,0.037254907,7969566,86961282,8015174,0.68209875,144044,40162254,65843,0.036035076,0,0.066769145,0.49684116,0.84923756,43205942,0.002732658,17677425,5579468,17801236,309,17759606,6428333,0.002934338,18249461,50.68018,0.091644995,0.9551727,832,0.4759254,50.174488
GTEX-147GR-0011-R10b-SM-5S2UM,,"B1, A1",,6.4,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48687,RNA isolation_PAXgene Tissue miRNA,1/27/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.94149935,87092,0.9578991,771,0.94856375,0.89901984,0.2947909,25458,0.67546535,0.79464275,76,64.75572,0.002810067,402,55404237,91701425,0.041765165,6659966,96673968,9268580,0.6348271,145500,44633603,58028,0.03216801,0,0.05887925,0.640722,0.85277766,61941135,0.00241136,19092951,5065642,19371128,347,19389772,11318870,0.002612199,19648009,50.33075,0.068891,0.95562816,873,0.32453465,50.361607
GTEX-147GR-0011-R6b-SM-5S2RO,,"B1, A1",,7.8,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48689,RNA isolation_PAXgene Tissue miRNA,1/27/14,LCSET-4988,4/1/14,TrueSeq.v1,USE ME,,0.9398948,54331,0.95681167,1125,0.94494486,0.8731451,0.24553594,24557,0.6919628,0.7642582,76,34.240433,0.005929956,182,34144715,53104140,0.04296599,4278139,56198136,3287118,0.672527,142118,25795344,88006,0.04652235,0,0.08366656,0.65386665,0.82507396,36746090,0.002053566,11020275,3006395,11396894,141,11337795,5697548,0.004002119,11317057,49.95423,0.076125994,0.9499949,797,0.3080372,50.840023
GTEX-147GR-3026-SM-5S2ML,1,B1,3 pieces,6.1,Brain,Brain - Cortex,1870,1310,560,Actual Death,BP-48564,RNA Extraction from Paxgene-derived Lysate Plate Based,1/22/14,LCSET-4988,3/31/14,TrueSeq.v1,USE ME,,0.94252884,56097,0.9702529,1128,0.95008785,0.9065334,0.24580862,24435,0.50506943,0.77535135,76,34.592854,0.002229509,333,22402900,70368891,0.029543908,6697684,74065668,5495788,0.6730878,141719,34162902,89417,0.046327148,0,0.06371947,0.47986037,0.8612864,35541176,0.002414224,14725557,3728012,15382098,286,15293240,6361857,0.002321132,15292100,49.998135,0.090429,0.95764697,760,0.4949306,51.09032
GTEX-14A5I-2926-SM-5Q5CQ,1,C1,"4 pieces, no abnormalities",6.6,Brain,Brain - Cortex,1870,954,679,Actual Death,BP-48068,RNA Extraction from Paxgene-derived Lysate Plate Based,1/8/14,LCSET-4953,3/27/14,TrueSeq.v1,USE ME,,0.92814195,60329,0.96100986,854,0.9377522,0.88864005,0.27567515,25082,0.648292,0.75754195,76,45.512966,0.005226185,225,38964719,72268749,0.038695756,4973450,77065936,9629120,0.6435456,144643,35031660,60739,0.03338016,0,0.07236977,0.6079373,0.8333242,46851257,0.002781898,15201071,4244811,15424904,223,15457077,7967107,0.004016566,15790498,50.533516,0.064535,0.9473625,847,0.3517079,50.36543
GTEX-14ABY-0011-R5b-SM-5SI7B,,"B1, A1",,7.9,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48815,RNA isolation_PAXgene Tissue miRNA,1/28/14,LCSET-4995,4/5/14,TrueSeq.v1,USE ME,,0.93134654,61645,0.9306207,874,0.94083935,0.84347296,0.2803714,25666,0.63779944,0.7426772,76,39.73759,0.001970864,289,35994827,69968135,0.069062606,8075300,74367786,7345644,0.6247957,146982,33948665,66579,0.03646384,0,0.08714765,0.60006684,0.79357255,44625639,0.002181683,14376142,5895540,14521627,263,14614953,7109813,0.00207521,14859560,50.414948,0.108586,0.95033205,836,0.36220053,50.251724
GTEX-14ABY-0011-R6a-SM-5PNWR,,"B1, A1",,7.1,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48227,RNA isolation_PAXgene Tissue miRNA,1/12/14,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.9409525,76437,0.948315,745,0.9468179,0.85336375,0.2819037,26070,0.74256086,0.7469467,76,50.214893,0.003747021,235,60116299,73785166,0.051256534,5271238,77929636,6792612,0.5896647,147425,35878459,49429,0.026932733,0,0.09495132,0.70306987,0.80798006,54789974,0.002752123,15353350,4351887,15506436,235,15537416,9382235,0.003252653,15703104,50.265182,0.067641,0.95268315,871,0.25743917,50.248035
GTEX-14ASI-0011-R10b-SM-5S2VZ,,"C1, A1",,5.9,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48815,RNA isolation_PAXgene Tissue miRNA,1/28/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.9366228,71442,0.95103765,920,0.9442527,0.87388873,0.25316748,25159,0.77679425,0.7916419,76,55.28454,0.002974063,232,69869391,70614236,0.048620705,3954385,74783198,7652148,0.6997849,143223,34282090,72788,0.036402445,0,0.077148885,0.7334901,0.8251718,54852736,0.002563888,14448906,4065908,14655538,230,14709490,9149973,0.002770632,14867102,50.266445,0.052877985,0.95188254,825,0.22320569,50.354984
GTEX-14ASI-0011-R6a-SM-5S2UZ,,"C1, A1",,6.9,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48815,RNA isolation_PAXgene Tissue miRNA,1/28/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.9329099,71822,0.9515686,948,0.94023424,0.8621375,0.2505097,25378,0.63409376,0.84928846,76,40.762474,0.003337435,291,36626164,72332555,0.048236195,6941502,76930350,7633624,0.70947045,144108,35148209,70479,0.03559819,0,0.08943106,0.59619665,0.8106112,45865619,0.002942657,15051557,5154570,15270246,258,15265838,6346849,0.003141583,15527253,50.424465,0.090230994,0.9475587,832,0.3659063,50.360615
GTEX-14ASI-0011-R8b-SM-5S2UB,,"C1, A1",,6.9,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-48815,RNA isolation_PAXgene Tissue miRNA,1/28/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.93337697,82270,0.9536662,850,0.9414321,0.8619999,0.25889325,26820,0.68912125,0.77917,76,53.545135,0.003223324,302,53737434,84352636,0.04606778,5858518,89600342,9107714,0.6493829,149759,40941324,59844,0.033488978,0,0.09166628,0.64876086,0.8115144,58129195,0.002814288,17521977,5558771,17731874,291,17773646,8948414,0.003020556,18084564,50.43354,0.06538499,0.94948715,867,0.31087872,50.297695
GTEX-14ASI-3026-SM-5S2PN,2,C1,4 pieces,6.7,Brain,Brain - Cortex,1870,1368,1333,Actual Death,BP-48647,RNA Extraction from Paxgene-derived Lysate Plate Based,1/24/14,LCSET-4988,4/1/14,TrueSeq.v1,USE ME,,0.9386231,63391,0.9606685,847,0.9442526,0.8709912,0.28220823,25323,0.7509502,0.78449297,76,45.89026,0.006131866,173,54566328,63761420,0.038985692,3077623,67525806,4042240,0.63308287,145495,30923582,60137,0.032916754,0,0.08967736,0.7090867,0.8224357,47881651,0.002229073,13175949,3255115,13629403,161,13600123,8072443,0.004192104,13522865,49.85758,0.04557699,0.94988215,868,0.2490498,50.845825
GTEX-14BIL-0011-R10a-SM-5SI75,,"B1, A1",,8.7,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-48687,RNA isolation_PAXgene Tissue miRNA,1/27/14,LCSET-4995,4/5/14,TrueSeq.v1,USE ME,,0.93589246,70471,0.9570402,741,0.94572747,0.8745028,0.28364894,25715,0.72398883,0.79934317,76,51.508476,0.002168471,292,55360861,73798080,0.042622205,4573912,78033132,8200324,0.65000147,146164,35781964,50916,0.028012764,0,0.08253739,0.6846961,0.82704127,53428985,0.002342371,15284612,4120404,15652740,274,15772551,8835902,0.002254517,15805886,50.05278,0.058614995,0.9555625,868,0.2760112,50.594955
GTEX-14BIM-0011-R5b-SM-5S2RM,,"B1, A1",,8.3,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-48689,RNA isolation_PAXgene Tissue miRNA,1/27/14,LCSET-4988,4/1/14,TrueSeq.v1,USE ME,,0.9381937,56190,0.94167095,962,0.94316477,0.8444004,0.28980243,24837,0.7280314,0.8398927,76,35.01749,0.005978081,151,40747341,53836345,0.05806349,5050542,57080528,3374574,0.6610547,143485,26131758,79509,0.044731256,0,0.097270556,0.68665355,0.7964088,39194549,0.002064349,11047310,3445367,11354548,134,11301730,6006672,0.004031529,11335077,50.073654,0.088480994,0.94813585,806,0.2719686,50.685745
GTEX-14BIM-0011-R6b-SM-5S2VB,,"B1, A1",,6.4,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-48831,RNA isolation_PAXgene Tissue miRNA,1/28/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.93738276,85499,0.9415282,777,0.94455826,0.8465378,0.29067832,26142,0.6846379,0.7831829,76,51.462185,0.00284885,289,51253674,82311559,0.058130134,8152567,87142912,9255068,0.6338784,147372,40022946,55371,0.029503867,0,0.09499045,0.6466804,0.7996043,56353616,0.002450211,17082115,5844260,17301907,275,17341124,9372202,0.002651045,17561340,50.315475,0.09355399,0.9517338,859,0.31536207,50.319614
GTEX-14BIN-0011-R10a-SM-5S2UA,,"B1, A1",,6.6,Brain,Brain - Frontal Cortex (BA9),9834,,,Presumed Death,BP-48687,RNA isolation_PAXgene Tissue miRNA,1/27/14,LCSET-4996,4/3/14,TrueSeq.v1,USE ME,,0.94331867,81122,0.9556275,883,0.9498494,0.8957293,0.2635496,25341,0.6841725,0.83082044,76,62.932247,0.002578847,393,56156734,89642349,0.044062667,6405065,94375332,8360658,0.6995955,144265,43655753,64423,0.035151213,0,0.05989815,0.64986086,0.85080796,61330831,0.002163261,18580516,4929228,18934656,339,18932352,10329945,0.002372483,19096591,50.21594,0.067868,0.9563801,854,0.3158275,50.471996
GTEX-14BIN-0011-R5b-SM-5SI78,,"B1, A1",,8.1,Brain,Brain - Caudate (basal ganglia),1873,,,Presumed Death,BP-48831,RNA isolation_PAXgene Tissue miRNA,1/28/14,LCSET-4995,4/5/14,TrueSeq.v1,USE ME,,0.93569523,51091,0.9511209,1034,0.94438726,0.8770335,0.23918898,24629,0.5134653,0.804289,76,32.855778,0.002025863,287,23699904,72581750,0.0487162,8123363,76855922,6974886,0.682785,142775,35273710,75426,0.038724363,0,0.07408741,0.4849101,0.8282593,37268212,0.002214101,15447441,5361745,15519948,306,15506052,5060932,0.002119116,16025118,50.823097,0.10569599,0.95307916,801,0.48653463,50.11707
