Assay_Type_s	AssemblyName_s	AvgSpotLen_l	BioSample_s	Center_Name_s	Experiment_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	data_type_s	instrument_name_s	lane_s	library_type_s	product_order_s	product_part_number_s	work_request_s	BioProject_s	Consent_s	Organism_s	Platform_s	SRA_Study_s
RNA-Seq	GRCh37	152	SAMN02788516	BI	SRX584085	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-226896	2014-10-04	6583	3531	2014-06-10	SRR1368264	SRS631431	GTEX-13NZB-2626-SM-5J2M7	RNA	SL-HEK	7	cDNAShotgunStrandAgnostic	PDO-2910	P-RNA-0002	40031	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788423	BI	SRX584120	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-223606	2014-10-04	6590	3123	2014-06-10	SRR1368463	SRS631450	GTEX-11DZ1-2426-SM-5GZZX	RNA	SL-HDG	2	cDNAShotgunStrandAgnostic	PDO-2894	P-RNA-0002	40023	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792021	BI	SRX584125	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232873	2014-10-04	4524	2016	2014-06-10	SRR1368486	SRS631452	GTEX-14ICL-0426-SM-5RQJ3	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-3082	P-RNA-0002	40184	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788462	BI	SRX584141	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-215644	2014-10-04	7220	3620	2014-06-10	SRR1368506	SRS631453	GTEX-ZZPT-0226-SM-5E43X	RNA	SL-HDG	2	cDNAShotgunStrandAgnostic	PDO-2681	P-RNA-0002	39829	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792983	BI	SRX584147	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231085	2014-10-04	6322	3039	2014-06-10	SRR1368529	SRS631454	GTEX-117YW-0005-SM-5NQ8Z	RNA	SL-HDG	1	cDNAShotgunStrandAgnostic	PDO-3016	P-RNA-0002	40118	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790463	BI	SRX584164	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-214177	2014-10-04	5546	2844	2014-06-10	SRR1368551	SRS631455	GTEX-YEC4-1226-SM-5CVLX	RNA	SL-HDF	1	cDNAShotgunStrandAgnostic	PDO-2679	P-RNA-0002	39827	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789540	BI	SRX584173	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-206243	2014-10-04	7047	3478	2014-06-10	SRR1368574	SRS631456	GTEX-ZPCL-2026-SM-57WFD	RNA	SL-HCC	2	cDNAShotgunStrandAgnostic	PDO-2452	P-RNA-0002	39171	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791044	BI	SRX584180	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-229061	2014-10-04	6246	3050	2014-06-10	SRR1368597	SRS631457	GTEX-139T8-0226-SM-5L3EA	RNA	SL-HBA	2	cDNAShotgunStrandAgnostic	PDO-2915	P-RNA-0002	40036	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790402	BI	SRX584182	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231534	2014-10-04	8253	4165	2014-06-10	SRR1368616	SRS631458	GTEX-1445S-1226-SM-5O9BF	RNA	SL-HEB	8	cDNAShotgunStrandAgnostic	PDO-3019	P-RNA-0002	40122	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787221	BI	SRX584186	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-229293	2014-10-04	5594	2574	2014-06-10	SRR1368638	SRS631459	GTEX-13OVL-0126-SM-5L3GJ	RNA	SL-HBS	8	cDNAShotgunStrandAgnostic	PDO-2916	P-RNA-0002	40037	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791217	BI	SRX584191	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-151056	2014-10-04	5124	2125	2014-06-10	SRR1368668	SRS631460	GTEX-PWCY-0326-SM-43IRU	RNA	SL-HDB	2	cDNAShotgunStrandAgnostic	PDO-635	P-RNA-0002	36107	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787806	BI	SRX584203	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-229933	2014-10-04	5263	2480	2014-06-10	SRR1368692	SRS631461	GTEX-131XE-2026-SM-5LZW1	RNA	SL-HEE	1	cDNAShotgunStrandAgnostic	PDO-3010	P-RNA-0002	40112	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787578	BI	SRX584212	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-220359	2014-10-04	5226	2470	2014-06-10	SRR1368710	SRS631462	GTEX-ZVT3-0726-SM-5GICN	RNA	SL-HDE	2	cDNAShotgunStrandAgnostic	PDO-2875	P-RNA-0002	40013	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791344	BI	SRX584227	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-226919	2014-10-04	6851	3693	2014-06-10	SRR1368754	SRS631464	GTEX-13NYS-1626-SM-5J2MU	RNA	SL-HBW	2	cDNAShotgunStrandAgnostic	PDO-2910	P-RNA-0002	40031	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790394	BI	SRX584237	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-222926	2014-10-04	6407	2909	2014-06-10	SRR1368772	SRS631465	GTEX-12ZZY-0011-R10b-SM-5HL7W	RNA	SL-HDJ	2	cDNAShotgunStrandAgnostic	PDO-2896	P-RNA-0002	40025	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787835	BI	SRX584251	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-220429	2014-10-04	5178	2441	2014-06-10	SRR1368794	SRS631466	GTEX-1117F-0726-SM-5GIEN	RNA	SL-HBW	1	cDNAShotgunStrandAgnostic	PDO-2875	P-RNA-0002	40013	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790713	BI	SRX584257	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-222833	2014-10-04	5500	2629	2014-06-10	SRR1368815	SRS631467	GTEX-ZDYS-1926-SM-5HL59	RNA	SL-HDD	1	cDNAShotgunStrandAgnostic	PDO-2895	P-RNA-0002	40024	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790561	BI	SRX584262	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231935	2014-10-04	8784	4435	2014-06-10	SRR1368835	SRS631468	GTEX-13X6I-0011-R11a-SM-5P9HN	RNA	SL-HEJ	5	cDNAShotgunStrandAgnostic	PDO-3024	P-RNA-0002	40127	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791140	BI	SRX584266	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-230501	2014-10-04	6143	2990	2014-06-10	SRR1368856	SRS631469	GTEX-13NZA-0011-R9b-SM-5MR5I	RNA	SL-HEC	6	cDNAShotgunStrandAgnostic	PDO-3012	P-RNA-0002	40114	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787889	BI	SRX584271	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-222911	2014-10-04	6488	2929	2014-06-10	SRR1368874	SRS631470	GTEX-ZA64-0926-SM-5HL7H	RNA	SL-HDF	1	cDNAShotgunStrandAgnostic	PDO-2896	P-RNA-0002	40025	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792595	BI	SRX584281	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232758	2014-10-04	5757	2492	2014-06-10	SRR1368896	SRS631471	GTEX-145MH-1426-SM-5QGPO	RNA	SL-HDF	1	cDNAShotgunStrandAgnostic	PDO-3079	P-RNA-0002	40183	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793120	BI	SRX584293	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-208122	2014-10-04	6642	3367	2014-06-10	SRR1368917	SRS631472	GTEX-ZV6S-0226-SM-59HJT	RNA	SL-HDD	2	cDNAShotgunStrandAgnostic	PDO-2455	P-RNA-0002	39175	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789143	BI	SRX584306	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231434	2014-10-04	8665	4092	2014-06-10	SRR1368939	SRS631473	GTEX-ZTPG-0426-SM-5O98K	RNA	SL-HDH	1	cDNAShotgunStrandAgnostic	PDO-3018	P-RNA-0002	40121	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788097	BI	SRX584317	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-211566	2014-10-04	6558	3405	2014-06-10	SRR1368964	SRS631474	GTEX-11ZTS-0011-R1a-SM-5BC71	RNA	SL-HBV	1	cDNAShotgunStrandAgnostic	PDO-2518	P-RNA-0002	39224	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788870	BI	SRX584329	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-218775	2014-10-04	6032	2801	2014-06-10	SRR1368986	SRS631475	GTEX-11WQK-1826-SM-5EQM2	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-2872	P-RNA-0002	40007	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791322	BI	SRX584344	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-218814	2014-10-04	7014	3387	2014-06-10	SRR1369008	SRS631476	GTEX-1212Z-1826-SM-5FQSH	RNA	SL-HBW	2	cDNAShotgunStrandAgnostic	PDO-2873	P-RNA-0002	40010	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788658	BI	SRX584352	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-206485	2014-10-04	6939	3553	2014-06-10	SRR1369030	SRS631477	GTEX-11GSP-1226-SM-5985M	RNA	SL-HDJ	2	cDNAShotgunStrandAgnostic	PDO-2454	P-RNA-0002	39172	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790203	BI	SRX584361	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-228533	2014-10-04	6085	3145	2014-06-10	SRR1369052	SRS631478	GTEX-131YS-0126-SM-5KM1M	RNA	SL-HEL	6	cDNAShotgunStrandAgnostic	PDO-2913	P-RNA-0002	40034	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790075	BI	SRX584363	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-229415	2014-10-04	5344	2602	2014-06-10	SRR1369070	SRS631479	GTEX-13QBU-1326-SM-5LU4K	RNA	SL-HAY	1	cDNAShotgunStrandAgnostic	PDO-2917	P-RNA-0002	40038	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788512	BI	SRX584366	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-228614	2014-10-04	4886	2421	2014-06-10	SRR1369088	SRS631480	GTEX-139TU-0626-SM-5KM3X	RNA	SL-HDJ	1	cDNAShotgunStrandAgnostic	PDO-2914	P-RNA-0002	40035	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790008	BI	SRX584370	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-192556	2014-10-04	5839	2676	2014-06-10	SRR1369107	SRS631481	GTEX-ZLWG-0926-SM-4WWC3	RNA	SL-HDE	2	cDNAShotgunStrandAgnostic	PDO-2185	P-RNA-0002	38443	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792247	BI	SRX584382	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-215830	2014-10-04	5999	2910	2014-06-10	SRR1369129	SRS631482	GTEX-11DYG-2026-SM-5EGGX	RNA	SL-HDD	2	cDNAShotgunStrandAgnostic	PDO-2830	P-RNA-0002	39959	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792377	BI	SRX584402	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-176050	2014-10-04	5594	2437	2014-06-10	SRR1369148	SRS631483	GTEX-X4EP-0011-R9B-SM-4QASI	RNA	SL-HDB	1	cDNAShotgunStrandAgnostic	PDO-1665	P-RNA-0002	37205	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788647	BI	SRX584411	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-234701	2014-10-04	6084	2778	2014-06-10	SRR1369172	SRS631484	GTEX-14A5I-1326-SM-5SIAQ	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-3013	P-RNA-0002	40445	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789138	BI	SRX584420	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-206265	2014-10-04	7815	3861	2014-06-10	SRR1369196	SRS631485	GTEX-ZPCL-2126-SM-57WFZ	RNA	SL-HDC	1	cDNAShotgunStrandAgnostic	PDO-2452	P-RNA-0002	39171	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793490	BI	SRX584427	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231571	2014-10-04	8361	4311	2014-06-10	SRR1369219	SRS631486	GTEX-13PL6-0011-R9b-SM-5O9CH	RNA	SL-HEB	8	cDNAShotgunStrandAgnostic	PDO-3019	P-RNA-0002	40122	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789388	BI	SRX584438	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-193655	2014-10-04	6758	3372	2014-06-10	SRR1369241	SRS631487	GTEX-ZPCL-1226-SM-4WWFF	RNA	SL-HDE	1	cDNAShotgunStrandAgnostic	PDO-2186	P-RNA-0002	38463	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791816	BI	SRX584445	350	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-185177	2014-10-04	8883	4142	2014-06-10	SRR1369264	SRS631488	GTEX-Y5LM-0003-SM-4V6G1	RNA	SL-HAK	5	cDNAShotgunStrandAgnostic	PDO-1947	P-RNA-0002	38009	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788724	BI	SRX584450	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-212873	2014-10-04	6259	2920	2014-06-10	SRR1369288	SRS631489	GTEX-11GS4-2726-SM-5A5LE	RNA	SL-HDJ	1	cDNAShotgunStrandAgnostic	PDO-2463	P-RNA-0002	39180	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789523	BI	SRX584494	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-222935	2014-10-04	5251	2423	2014-06-10	SRR1369514	SRS631498	GTEX-ZAB4-1126-SM-5HL86	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-2896	P-RNA-0002	40025	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792180	BI	SRX584511	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-194541	2014-10-04	7120	3530	2014-06-10	SRR1369536	SRS631499	GTEX-ZPU1-0626-SM-4YCDM	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-2214	P-RNA-0002	38568	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792754	BI	SRX584515	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232516	2014-10-04	6394	3080	2014-06-10	SRR1369560	SRS631500	GTEX-13S86-0726-SM-5Q5DH	RNA	SL-HBV	1	cDNAShotgunStrandAgnostic	PDO-3078	P-RNA-0002	40182	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793379	BI	SRX584527	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232804	2014-10-04	4950	2160	2014-06-10	SRR1369584	SRS631501	GTEX-14ABY-2126-SM-5QGQZ	RNA	SL-HDB	1	cDNAShotgunStrandAgnostic	PDO-3079	P-RNA-0002	40183	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791059	BI	SRX585131	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-222946	2014-10-04	5068	2299	2014-06-10	SRR1370085	SRS631754	GTEX-YJ8O-2626-SM-5HL8H	RNA	SL-HCC	1	cDNAShotgunStrandAgnostic	PDO-2896	P-RNA-0002	40025	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791428	BI	SRX585145	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-206521	2014-10-04	7038	3600	2014-06-10	SRR1370107	SRS631755	GTEX-11GSP-1626-SM-5986N	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-2454	P-RNA-0002	39172	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790704	BI	SRX585154	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-221208	2014-10-04	7070	3020	2014-06-10	SRR1370129	SRS631756	GTEX-12WSC-0011-R9a-SM-5GU4U	RNA	SL-HDH	1	cDNAShotgunStrandAgnostic	PDO-2892	P-RNA-0002	40021	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791294	BI	SRX585167	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-192563	2014-10-04	7918	3616	2014-06-10	SRR1370151	SRS631757	GTEX-ZPU1-0426-SM-4WWCA	RNA	SL-HBV	2	cDNAShotgunStrandAgnostic	PDO-2185	P-RNA-0002	38443	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793542	BI	SRX585173	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-228584	2014-10-04	5988	3007	2014-06-10	SRR1370173	SRS631758	GTEX-13O1R-0011-R9b-SM-5KM33	RNA	SL-HAX	6	cDNAShotgunStrandAgnostic	PDO-2914	P-RNA-0002	40035	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792743	BI	SRX585181	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232526	2014-10-04	6765	3222	2014-06-10	SRR1370192	SRS631759	GTEX-11EMC-0008-SM-5Q5DR	RNA	SL-HDF	1	cDNAShotgunStrandAgnostic	PDO-3078	P-RNA-0002	40182	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789791	BI	SRX585196	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-233623	2014-10-04	6277	2911	2014-06-10	SRR1370216	SRS631760	GTEX-12WSE-0826-SM-5S2VL	RNA	SL-HDJ	1	cDNAShotgunStrandAgnostic	PDO-3130	P-RNA-0002	40228	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787808	BI	SRX585208	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-211561	2014-10-04	13110	6770	2014-06-10	SRR1370240	SRS631761	GTEX-11ZVC-0011-R3a-SM-5BC6V	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-2518	P-RNA-0002	39224	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790150	BI	SRX585213	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231836	2014-10-04	11476	5783	2014-06-10	SRR1370262	SRS631762	GTEX-12WS9-0011-R6a-SM-5P9EW	RNA	SL-HEG	5	cDNAShotgunStrandAgnostic	PDO-3023	P-RNA-0002	40125	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789377	BI	SRX585218	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-221293	2014-10-04	6363	2690	2014-06-10	SRR1370285	SRS631763	GTEX-11WQC-2826-SM-5GU7A	RNA	SL-HDG	2	cDNAShotgunStrandAgnostic	PDO-2892	P-RNA-0002	40021	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793054	BI	SRX585229	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232398	2014-10-04	5767	2546	2014-06-10	SRR1370308	SRS631764	GTEX-12KS4-0126-SM-5Q5A5	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-3077	P-RNA-0002	40181	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792077	BI	SRX585240	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-227265	2014-10-04	4906	2495	2014-06-10	SRR1370329	SRS631765	GTEX-139TT-0226-SM-5K7YH	RNA	SL-HAV	5	cDNAShotgunStrandAgnostic	PDO-2912	P-RNA-0002	40033	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
WXS	GRCh37	152	SAMN02790487	BI	SRX585241	150	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	Pond-282294	2014-10-04	4743	2031	2014-06-10	SRR1370347	SRS631766	GTEX-TMMY-0003-SM-4X62G	Exome	SL-HBS	5	HybridSelection	PDO-1857	P-EX-0005	38203	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793737	BI	SRX585253	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-220355	2014-10-04	5109	2515	2014-06-10	SRR1370363	SRS631767	GTEX-ZYFG-1326-SM-5GICJ	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-2875	P-RNA-0002	40013	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792217	BI	SRX585257	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-224516	2014-10-04	5343	2598	2014-06-10	SRR1370384	SRS631768	GTEX-131YS-3226-SM-5IFGV	RNA	SL-HDB	1	cDNAShotgunStrandAgnostic	PDO-2906	P-RNA-0002	40027	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791635	BI	SRX585266	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-230509	2014-10-04	6866	3354	2014-06-10	SRR1370405	SRS631769	GTEX-13N1W-0011-R5b-SM-5MR5Q	RNA	SL-HEC	3	cDNAShotgunStrandAgnostic	PDO-3012	P-RNA-0002	40114	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789611	BI	SRX585269	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-191602	2014-10-04	6100	2890	2014-06-10	SRR1370423	SRS631770	GTEX-ZF2S-0626-SM-4WKH2	RNA	SL-HDE	1	cDNAShotgunStrandAgnostic	PDO-2180	P-RNA-0002	38406	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791398	BI	SRX585282	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-172942	2014-10-04	4616	1925	2014-06-10	SRR1370447	SRS631771	GTEX-WHPG-1326-SM-4M1ZJ	RNA	SL-HDD	2	cDNAShotgunStrandAgnostic	PDO-1566	P-RNA-0002	36987	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792310	BI	SRX585296	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231559	2014-10-04	8611	4420	2014-06-10	SRR1370473	SRS631772	GTEX-13PL6-0011-R6a-SM-5O9C5	RNA	SL-HDG	2	cDNAShotgunStrandAgnostic	PDO-3019	P-RNA-0002	40122	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
